system:index,B2_median,B3_median,B4_median,B5_median,B6_median,B7_median,B8A_median,B8_median,date,name,.geo
1_124,533.0,857.0,746.0,1541.0,2796.0,3475.0,3844.0,3374.0,2024-02,Location_125,"{""type"":""Point"",""coordinates"":[111.22694440000001,-7.124444399999999]}"
1_125,709.5,994.0,800.0,1460.0,2946.0,3957.5,4339.5,3795.0,2024-02,Location_126,"{""type"":""Point"",""coordinates"":[111.1661968,-7.0656962]}"
1_126,3191.0,3290.0,3242.5,3476.0,4500.5,5413.0,5601.5,5293.0,2024-02,Location_127,"{""type"":""Point"",""coordinates"":[111.1753891,-7.0634965]}"
1_127,523.0,787.5,523.0,1302.5,3054.5,4186.5,4666.5,4182.0,2024-02,Location_128,"{""type"":""Point"",""coordinates"":[111.20908830000002,-7.0554207]}"
1_128,3055.5,3221.5,3069.0,3342.5,4381.5,4922.5,5116.0,4758.0,2024-02,Location_129,"{""type"":""Point"",""coordinates"":[111.070272,-7.066728]}"
1_129,2396.5,2298.0,1936.5,2334.0,3245.5,3833.5,4103.0,3867.5,2024-02,Location_130,"{""type"":""Point"",""coordinates"":[111.07465000000002,-7.060544]}"
1_130,658.0,1027.0,580.0,1471.0,3377.0,4078.0,4495.0,3954.0,2024-02,Location_131,"{""type"":""Point"",""coordinates"":[110.637125,-7.048347]}"
1_131,5280.0,4810.0,4392.0,4534.0,5098.0,5212.0,5272.0,5122.0,2024-02,Location_132,"{""type"":""Point"",""coordinates"":[110.651028,-7.040136]}"
1_132,313.0,524.0,291.0,801.0,2543.0,3434.0,3697.0,3292.0,2024-02,Location_133,"{""type"":""Point"",""coordinates"":[110.656631,-7.036167]}"
1_133,454.5,741.5,602.5,1189.5,2575.0,3242.0,3303.0,2931.5,2024-02,Location_134,"{""type"":""Point"",""coordinates"":[110.673756,-7.025803]}"
1_134,1037.5,1395.5,1175.0,1786.5,3367.0,4303.5,4614.0,4153.0,2024-02,Location_135,"{""type"":""Point"",""coordinates"":[110.643314,-7.086841999999999]}"
1_135,481.0,817.0,458.0,1215.0,3261.0,4319.0,4598.0,4226.0,2024-02,Location_136,"{""type"":""Point"",""coordinates"":[110.648469,-7.081647000000001]}"
1_136,711.0,1093.0,933.0,1562.0,3017.0,3539.0,3873.0,3484.0,2024-02,Location_137,"{""type"":""Point"",""coordinates"":[110.654539,-7.078456]}"
1_137,745.0,920.0,759.0,1315.5,2827.5,3701.0,4065.0,3642.5,2024-02,Location_138,"{""type"":""Point"",""coordinates"":[110.65971700000001,-7.0745190000000004]}"
1_138,808.5,1019.5,841.0,1269.0,2541.5,2883.0,3064.0,2813.0,2024-02,Location_139,"{""type"":""Point"",""coordinates"":[110.672519,-7.063556]}"
1_139,2298.0,2438.5,2254.5,2556.0,3685.5,4356.0,4436.5,4345.0,2024-02,Location_140,"{""type"":""Point"",""coordinates"":[110.69244200000001,-7.050322]}"
1_140,2382.0,2521.0,2356.5,2623.0,3862.5,4636.5,4743.0,4612.0,2024-02,Location_141,"{""type"":""Point"",""coordinates"":[110.70916670000001,-7.0841667]}"
1_141,738.0,651.5,617.0,600.5,614.5,625.5,628.5,559.5,2024-02,Location_142,"{""type"":""Point"",""coordinates"":[110.70921100000001,7.084239000000001]}"
1_142,302.0,470.0,289.0,716.0,2215.0,3116.0,3243.0,2953.0,2024-02,Location_143,"{""type"":""Point"",""coordinates"":[110.78773100000001,-7.106405999999999]}"
1_143,344.5,697.5,429.0,936.0,2814.0,3785.5,4170.5,3855.0,2024-02,Location_144,"{""type"":""Point"",""coordinates"":[110.818383,-7.121342]}"
1_144,416.0,677.0,377.5,1015.0,2752.5,3620.0,3877.5,3520.5,2024-02,Location_145,"{""type"":""Point"",""coordinates"":[110.82790800000001,-7.107953000000001]}"
1_145,572.0,726.0,467.0,885.0,2572.0,3801.0,4185.0,3682.0,2024-02,Location_146,"{""type"":""Point"",""coordinates"":[110.83319400000002,-7.097431]}"
1_146,386.0,655.0,512.0,1020.0,2502.0,3283.0,3371.0,3051.0,2024-02,Location_147,"{""type"":""Point"",""coordinates"":[110.82517500000002,-7.162905999999999]}"
1_147,409.0,800.0,436.0,1367.0,3253.0,3910.0,4152.0,3763.0,2024-02,Location_148,"{""type"":""Point"",""coordinates"":[110.851381,-7.134478]}"
1_148,360.0,722.0,414.0,1152.0,2911.0,3753.0,4046.0,3657.0,2024-02,Location_149,"{""type"":""Point"",""coordinates"":[110.86912800000002,-7.139614000000001]}"
1_149,344.5,697.5,429.0,936.0,2814.0,3785.5,4170.5,3855.0,2024-02,Location_150,"{""type"":""Point"",""coordinates"":[110.818383,-7.121342]}"
1_150,432.0,759.0,473.0,1204.0,2763.0,3310.0,3592.0,3203.0,2024-02,Location_151,"{""type"":""Point"",""coordinates"":[110.861142,-7.147392000000001]}"
1_151,474.0,854.0,663.0,1576.0,2816.0,3511.0,3749.0,3407.0,2024-02,Location_152,"{""type"":""Point"",""coordinates"":[110.85580000000002,-7.154264]}"
1_152,697.0,1032.0,1114.0,1860.0,3204.0,3848.0,4046.0,3760.0,2024-02,Location_153,"{""type"":""Point"",""coordinates"":[110.85014200000002,-7.159357999999999]}"
1_153,1107.5,1346.0,1441.5,2029.0,2614.0,2996.5,3155.0,2708.5,2024-02,Location_154,"{""type"":""Point"",""coordinates"":[110.8927778,-7.1347222]}"
1_154,620.0,959.0,832.0,1608.0,2984.0,3462.0,3818.0,3329.0,2024-02,Location_155,"{""type"":""Point"",""coordinates"":[110.8836111,-7.122499999999999]}"
1_155,2074.0,2315.5,2193.0,2679.0,3601.0,4056.0,4206.0,4046.5,2024-02,Location_156,"{""type"":""Point"",""coordinates"":[110.8947222,-7.0936111]}"
1_156,2020.0,2293.0,2111.5,2666.5,3551.0,4001.5,4237.0,4177.5,2024-02,Location_157,"{""type"":""Point"",""coordinates"":[110.8986111,-7.0988889]}"
1_157,607.5,955.5,956.0,1580.0,2524.0,2900.5,3236.0,2858.5,2024-02,Location_158,"{""type"":""Point"",""coordinates"":[110.7861111,-6.9927778]}"
1_158,1992.0,2223.0,2061.0,2736.0,3422.0,3839.0,4118.0,3763.0,2024-02,Location_159,"{""type"":""Point"",""coordinates"":[110.7830556,-6.998888900000001]}"
1_159,3999.0,3959.0,3643.0,4047.0,4501.0,4952.0,5023.0,4947.0,2024-02,Location_160,"{""type"":""Point"",""coordinates"":[110.77222220000002,-7.0094444]}"
1_160,2378.0,2606.0,2437.0,3083.0,3956.0,4460.0,4510.0,4500.0,2024-02,Location_161,"{""type"":""Point"",""coordinates"":[110.7727778,-7.041666700000001]}"
1_161,930.0,1136.0,991.0,1523.0,1996.0,2267.0,2339.0,1996.0,2024-02,Location_162,"{""type"":""Point"",""coordinates"":[110.79111110000001,-7.0616667]}"
1_162,506.0,927.0,576.0,1392.0,3498.0,4209.0,4503.0,4077.0,2024-02,Location_163,"{""type"":""Point"",""coordinates"":[110.8097222,-7.050277800000001]}"
1_163,459.0,786.5,513.5,1226.0,2654.0,3143.0,3426.5,3160.5,2024-02,Location_164,"{""type"":""Point"",""coordinates"":[110.85444440000002,-7.023055599999998]}"
1_164,519.0,660.0,471.5,873.5,2430.0,3223.0,3514.5,3120.0,2024-02,Location_165,"{""type"":""Point"",""coordinates"":[110.8611111,-7.0205556]}"
1_165,431.0,648.0,401.0,943.0,2338.0,3180.0,3265.0,2837.0,2024-02,Location_166,"{""type"":""Point"",""coordinates"":[110.9036111,-7.029999999999999]}"
1_166,705.0,1060.0,882.0,1544.0,3218.0,3314.0,3667.0,3288.0,2024-02,Location_167,"{""type"":""Point"",""coordinates"":[110.89027780000002,-7.035555599999999]}"
1_167,1615.0,1814.0,2056.0,2702.0,3085.0,3378.0,3497.0,2638.0,2024-02,Location_168,"{""type"":""Point"",""coordinates"":[110.8804376,-7.041578299999999]}"
1_168,719.0,1003.0,937.0,1499.0,2867.0,3406.0,3709.0,3321.0,2024-02,Location_169,"{""type"":""Point"",""coordinates"":[110.8480556,-7.059444399999999]}"
1_169,193.0,381.0,203.0,664.0,2156.0,2841.0,3116.0,2815.0,2024-02,Location_170,"{""type"":""Point"",""coordinates"":[110.9352778,-7.0583333]}"
1_170,509.5,815.0,641.5,1300.0,2641.0,3286.5,3532.5,3169.0,2024-02,Location_171,"{""type"":""Point"",""coordinates"":[110.94000000000001,-7.049999999999999]}"
1_171,2543.5,2517.5,2143.5,2845.5,4380.5,4794.5,5122.5,4690.0,2024-02,Location_172,"{""type"":""Point"",""coordinates"":[110.97111110000002,-7.0194444]}"
1_172,284.0,508.0,341.0,791.0,2346.0,3307.0,3488.0,3232.0,2024-02,Location_173,"{""type"":""Point"",""coordinates"":[110.96666670000002,-7.0663889]}"
1_173,421.0,650.0,489.0,1084.0,2723.0,3553.0,3713.0,3129.0,2024-02,Location_174,"{""type"":""Point"",""coordinates"":[110.9769444,-7.0591667]}"
1_174,340.0,586.5,358.0,956.5,2835.0,4012.5,4370.0,3973.5,2024-02,Location_175,"{""type"":""Point"",""coordinates"":[110.99381220000001,-7.084134400000001]}"
1_175,498.0,509.0,394.0,679.0,1522.0,1975.0,2068.0,1856.0,2024-02,Location_176,"{""type"":""Point"",""coordinates"":[111.12005070000001,-7.1912087]}"
1_176,838.0,897.0,847.0,1147.0,1440.0,1602.0,1669.0,1465.0,2024-02,Location_177,"{""type"":""Point"",""coordinates"":[114.1962843,-8.4399384]}"
1_177,909.0,1038.0,954.0,1212.0,2540.0,3333.0,3477.0,3038.0,2024-02,Location_178,"{""type"":""Point"",""coordinates"":[114.1476776,-8.3694458]}"
1_178,629.5,779.0,475.0,933.0,2405.5,2944.0,3041.0,2843.5,2024-02,Location_179,"{""type"":""Point"",""coordinates"":[114.148247,-8.370028]}"
1_179,832.0,911.0,720.0,1058.0,2158.0,2857.0,2998.0,2701.0,2024-02,Location_180,"{""type"":""Point"",""coordinates"":[114.15463160000002,-8.3695184]}"
1_180,828.0,897.0,720.0,1187.0,1876.0,2183.0,2246.0,2058.0,2024-02,Location_181,"{""type"":""Point"",""coordinates"":[114.15052900000002,-8.369253000000002]}"
1_181,442.0,747.0,449.0,1159.0,3014.0,3556.0,3848.0,3379.0,2024-02,Location_182,"{""type"":""Point"",""coordinates"":[114.15686690000001,-8.3697271]}"
1_182,441.0,790.0,400.0,1282.0,4119.0,4665.0,5038.0,4656.0,2024-02,Location_183,"{""type"":""Point"",""coordinates"":[114.15889300000002,-8.372632800000002]}"
1_183,589.0,747.0,723.0,1021.0,1462.0,1680.0,1652.0,1489.0,2024-02,Location_184,"{""type"":""Point"",""coordinates"":[114.16418730000001,-8.374973299999999]}"
1_184,447.0,613.0,420.0,873.0,2253.0,3020.0,3118.0,2864.0,2024-02,Location_185,"{""type"":""Point"",""coordinates"":[114.1705844,-8.3780627]}"
1_185,422.0,586.0,501.0,844.0,2037.0,2520.0,2500.0,2337.0,2024-02,Location_186,"{""type"":""Point"",""coordinates"":[114.1776929,-8.378637200000002]}"
1_186,396.0,591.0,423.0,899.0,2076.0,2391.0,2486.0,2287.0,2024-02,Location_187,"{""type"":""Point"",""coordinates"":[114.17983530000001,-8.376124]}"
1_187,1391.0,1494.5,1298.0,1774.0,2585.5,2957.5,2948.5,2714.5,2024-02,Location_188,"{""type"":""Point"",""coordinates"":[114.1478755,-8.3513628]}"
1_188,554.0,803.0,523.0,1033.0,2691.0,3713.0,3896.0,3528.0,2024-02,Location_189,"{""type"":""Point"",""coordinates"":[114.15416830000001,-8.3567154]}"
1_189,1143.0,1189.0,867.0,1523.0,3065.0,4072.0,4268.0,3842.0,2024-02,Location_190,"{""type"":""Point"",""coordinates"":[114.1479898,-8.3421213]}"
1_190,304.0,436.0,279.0,711.0,2414.0,3436.0,3675.0,3353.0,2024-02,Location_191,"{""type"":""Point"",""coordinates"":[114.15460440000001,-8.339752400000002]}"
1_191,361.0,475.0,304.0,697.0,2245.0,3288.0,3542.0,3306.0,2024-02,Location_192,"{""type"":""Point"",""coordinates"":[114.16049690000001,-8.3486778]}"
1_192,263.0,407.0,214.0,551.0,2378.0,3630.0,3806.0,3466.0,2024-02,Location_193,"{""type"":""Point"",""coordinates"":[114.1664591,-8.3514723]}"
1_193,415.0,589.0,470.0,873.0,2189.0,2928.0,3043.0,2902.0,2024-02,Location_194,"{""type"":""Point"",""coordinates"":[114.16546610000002,-8.357214300000003]}"
1_194,282.0,454.0,307.0,733.0,2256.0,3031.0,3068.0,2719.0,2024-02,Location_195,"{""type"":""Point"",""coordinates"":[114.1688939,-8.3616258]}"
1_195,380.0,585.0,411.0,829.0,2419.0,3467.0,3761.0,3378.0,2024-02,Location_196,"{""type"":""Point"",""coordinates"":[114.17178060000002,-8.362631799999999]}"
1_196,739.0,1007.5,749.5,1399.5,2542.5,2908.5,2962.5,2536.0,2024-02,Location_197,"{""type"":""Point"",""coordinates"":[114.3533927,-8.204747]}"
1_197,1035.0,1082.5,812.0,1326.5,2827.0,3592.5,3752.0,3337.0,2024-02,Location_198,"{""type"":""Point"",""coordinates"":[113.98328570000001,-8.2423551]}"
1_198,425.0,643.0,346.0,896.0,2858.0,3894.0,4166.0,3738.0,2024-02,Location_199,"{""type"":""Point"",""coordinates"":[114.00414690000001,-8.2905161]}"
1_199,453.5,661.0,567.0,1045.5,1969.0,2239.0,2353.0,1972.5,2024-02,Location_200,"{""type"":""Point"",""coordinates"":[114.3468099,-8.2026378]}"
1_200,796.0,937.5,820.0,1284.5,2629.5,3272.5,3477.5,3049.5,2024-02,Location_201,"{""type"":""Point"",""coordinates"":[114.00381170000001,-8.298972299999999]}"
1_201,590.0,850.0,498.0,1150.0,2799.0,3436.0,3362.0,3412.0,2024-02,Location_202,"{""type"":""Point"",""coordinates"":[114.15299300000001,-8.431648]}"
1_202,4186.0,3550.0,2987.0,3287.0,3713.0,4109.0,4072.0,4215.0,2024-02,Location_203,"{""type"":""Point"",""coordinates"":[114.171804,-8.433745]}"
1_203,370.0,583.0,356.0,725.0,2162.0,3257.0,3486.0,3175.0,2024-02,Location_204,"{""type"":""Point"",""coordinates"":[114.138213,-8.385642]}"
1_204,837.0,993.5,821.0,1304.0,2451.0,2945.0,3149.5,2858.0,2024-02,Location_205,"{""type"":""Point"",""coordinates"":[114.26648740000002,-8.4328869]}"
1_205,650.0,764.0,542.0,1003.0,2281.0,3039.0,3013.0,2871.0,2024-02,Location_206,"{""type"":""Point"",""coordinates"":[114.12902600000001,-8.350535999999998]}"
1_206,596.0,792.5,613.5,1168.0,2149.0,2700.0,3039.0,2830.5,2024-02,Location_207,"{""type"":""Point"",""coordinates"":[114.31753090000001,-8.2967026]}"
1_207,735.0,883.5,768.5,1201.5,1869.0,2147.0,2175.0,1995.5,2024-02,Location_208,"{""type"":""Point"",""coordinates"":[114.306916,-8.342623]}"
1_208,664.0,856.0,843.5,1234.0,2243.0,2642.0,2714.5,2421.5,2024-02,Location_209,"{""type"":""Point"",""coordinates"":[114.3038,-8.197635]}"
1_209,617.5,879.5,681.5,1221.5,2452.5,2845.5,2937.0,2685.5,2024-02,Location_210,"{""type"":""Point"",""coordinates"":[114.271193,-8.293550999999999]}"
1_210,1067.0,1269.0,1197.0,1717.0,2554.0,2949.0,3155.0,2864.0,2024-02,Location_211,"{""type"":""Point"",""coordinates"":[113.97717930000002,-8.272696599999998]}"
1_211,775.0,1018.0,698.0,1438.5,4113.5,4703.5,4847.5,4524.0,2024-02,Location_212,"{""type"":""Point"",""coordinates"":[114.24082200000001,-8.270653]}"
1_212,694.5,826.0,642.0,1107.0,2440.0,3075.0,3188.0,2904.5,2024-02,Location_213,"{""type"":""Point"",""coordinates"":[114.2986055,-8.260169099999999]}"
1_213,350.0,542.0,272.0,771.0,2842.0,3828.0,3954.0,3585.0,2024-02,Location_214,"{""type"":""Point"",""coordinates"":[114.19905130000001,-8.3479122]}"
1_214,636.5,729.5,547.5,925.5,2115.5,2772.5,2893.5,2624.5,2024-02,Location_215,"{""type"":""Point"",""coordinates"":[114.2345524,-8.394635]}"
1_215,1778.5,1863.5,1547.0,2148.0,3224.5,3738.5,3969.0,3734.5,2024-02,Location_216,"{""type"":""Point"",""coordinates"":[114.23953360000002,-8.212050100000003]}"
1_216,702.0,778.0,792.0,1009.0,1305.0,1498.0,1519.0,1520.0,2024-02,Location_217,"{""type"":""Point"",""coordinates"":[114.2682718,-8.434703]}"
1_217,685.5,841.5,787.5,1133.0,1465.0,1615.5,1647.5,1467.5,2024-02,Location_218,"{""type"":""Point"",""coordinates"":[114.26416670000002,-8.238722200000002]}"
1_218,520.5,736.0,635.5,1155.0,2337.0,2836.5,3127.0,2737.0,2024-02,Location_219,"{""type"":""Point"",""coordinates"":[114.3040638,-8.178929]}"
1_219,1014.0,1042.0,808.0,1139.0,2141.0,2854.0,3183.0,2857.0,2024-02,Location_220,"{""type"":""Point"",""coordinates"":[114.20646530000002,-8.3581534]}"
1_220,1426.0,1426.0,1486.0,1856.5,2104.0,2157.5,2013.0,2209.5,2024-02,Location_221,"{""type"":""Point"",""coordinates"":[114.275596,-8.178554]}"
1_221,591.0,645.0,456.0,741.0,1977.0,2250.0,2343.0,2209.0,2024-02,Location_222,"{""type"":""Point"",""coordinates"":[114.13091,-8.360878]}"
1_222,380.5,632.5,445.5,1028.5,2273.5,3090.0,3274.5,3118.5,2024-02,Location_223,"{""type"":""Point"",""coordinates"":[114.327748,-8.214996999999999]}"
1_223,253.0,415.0,285.5,671.5,1858.5,2530.5,2628.5,2361.0,2024-02,Location_224,"{""type"":""Point"",""coordinates"":[114.290566,-8.282169999999999]}"
1_224,589.5,859.5,806.5,1495.0,2612.0,3008.0,3217.5,2833.5,2024-02,Location_225,"{""type"":""Point"",""coordinates"":[114.315638,-8.270778]}"
1_225,456.0,648.0,441.5,1013.5,2353.0,2922.0,3177.0,2785.0,2024-02,Location_226,"{""type"":""Point"",""coordinates"":[114.32588200000001,-8.350716]}"
1_226,1069.5,1267.5,1226.0,1611.0,2480.0,2841.0,3020.0,2424.0,2024-02,Location_227,"{""type"":""Point"",""coordinates"":[114.25342100000002,-8.280202000000001]}"
1_227,667.0,865.0,814.0,1196.0,1544.0,1773.0,1895.0,1598.0,2024-02,Location_228,"{""type"":""Point"",""coordinates"":[114.148454,-8.417401]}"
1_228,607.0,784.0,800.5,1171.0,1640.0,1810.0,1883.5,1696.0,2024-02,Location_229,"{""type"":""Point"",""coordinates"":[114.276055,-8.245303]}"
1_229,3587.0,3448.0,3041.5,3452.0,4214.0,4404.0,4409.5,4651.5,2024-02,Location_230,"{""type"":""Point"",""coordinates"":[114.23211110000001,-8.204277800000002]}"
1_230,423.0,541.0,310.5,631.0,2101.0,2878.0,3059.5,2740.5,2024-02,Location_231,"{""type"":""Point"",""coordinates"":[114.29491800000001,-8.341548999999999]}"
1_231,857.0,1451.0,1582.0,1921.0,3025.0,3510.0,3628.0,2691.0,2024-02,Location_232,"{""type"":""Point"",""coordinates"":[114.13310900000002,-8.367022]}"
1_232,767.0,1062.5,1067.5,1597.0,2473.5,2803.5,2956.0,2479.0,2024-02,Location_233,"{""type"":""Point"",""coordinates"":[114.3350353,-8.279046600000001]}"
1_233,682.5,830.0,863.0,1176.5,1502.5,1701.5,1817.0,1575.0,2024-02,Location_234,"{""type"":""Point"",""coordinates"":[114.2858617,-8.3017279]}"
1_234,588.0,739.0,574.5,1032.5,2097.5,2482.0,2709.5,2415.0,2024-02,Location_235,"{""type"":""Point"",""coordinates"":[114.0466553,-8.3142929]}"
1_235,613.0,868.5,586.0,1247.5,3244.0,3913.0,4311.0,3820.0,2024-02,Location_236,"{""type"":""Point"",""coordinates"":[114.3098021,-8.159606299999998]}"
1_236,447.5,628.5,560.5,887.5,1842.5,2203.0,2143.0,2145.5,2024-02,Location_237,"{""type"":""Point"",""coordinates"":[114.29884800000002,-8.308256300000002]}"
1_237,456.0,664.0,492.0,987.0,2681.0,3374.0,3459.0,3215.0,2024-02,Location_238,"{""type"":""Point"",""coordinates"":[114.15807200000002,-8.394306999999998]}"
1_238,310.5,571.5,373.0,888.0,2580.0,3206.0,3322.5,3106.0,2024-02,Location_239,"{""type"":""Point"",""coordinates"":[114.303517,-8.292586]}"
1_239,617.0,948.0,820.0,1498.5,2867.5,3153.0,3466.5,3054.5,2024-02,Location_240,"{""type"":""Point"",""coordinates"":[113.96911100000001,-8.297111]}"
1_240,2339.0,2220.0,1954.0,2493.0,2972.0,3139.0,3246.0,3433.0,2024-02,Location_241,"{""type"":""Point"",""coordinates"":[114.27691200000001,-8.336008]}"
1_241,432.5,609.0,486.5,772.5,1235.0,1414.0,1469.0,1293.5,2024-02,Location_242,"{""type"":""Point"",""coordinates"":[114.32554300000001,-8.2760732]}"
1_242,643.0,768.0,728.5,1051.5,1547.0,1839.0,1879.0,1585.0,2024-02,Location_243,"{""type"":""Point"",""coordinates"":[114.0461483,-8.303837200000002]}"
1_243,555.5,790.5,768.0,1327.5,2526.0,3083.0,3381.5,2978.0,2024-02,Location_244,"{""type"":""Point"",""coordinates"":[114.32784600000001,-8.192827]}"
1_244,558.5,823.0,565.5,1181.5,2780.5,3441.5,3714.5,3358.5,2024-02,Location_245,"{""type"":""Point"",""coordinates"":[114.29540800000001,-8.193423]}"
1_245,998.0,1127.0,801.5,1411.5,2666.0,3500.0,3660.5,3346.5,2024-02,Location_246,"{""type"":""Point"",""coordinates"":[114.31536,-8.162765]}"
1_246,2764.0,2699.0,2366.0,2784.0,3358.0,3588.0,3794.0,3715.0,2024-02,Location_247,"{""type"":""Point"",""coordinates"":[114.21447240000002,-8.3691211]}"
1_247,406.0,483.0,284.0,664.0,2373.0,3702.5,3967.5,3589.5,2024-02,Location_248,"{""type"":""Point"",""coordinates"":[114.123723,-8.330845]}"
1_248,1104.0,1291.5,1031.5,1694.5,3174.0,3675.5,3890.0,3482.0,2024-02,Location_249,"{""type"":""Point"",""coordinates"":[114.33727,-8.198273]}"
1_249,604.0,645.0,549.0,1030.0,2229.0,2905.0,3130.0,2826.0,2024-02,Location_250,"{""type"":""Point"",""coordinates"":[114.125658,-8.338617]}"
1_250,1500.0,1489.0,1253.0,1705.5,2310.0,2509.0,2646.5,2487.5,2024-02,Location_251,"{""type"":""Point"",""coordinates"":[114.2785,-8.182106]}"
1_251,2330.0,1961.0,1628.0,2048.0,2948.0,3171.0,3208.0,3101.0,2024-02,Location_252,"{""type"":""Point"",""coordinates"":[114.226313,-8.258714999999999]}"
1_252,421.0,628.0,457.0,1010.5,2746.0,3410.0,3630.0,3251.0,2024-02,Location_253,"{""type"":""Point"",""coordinates"":[114.31352300000002,-8.205963999999998]}"
1_253,477.0,612.0,413.0,750.0,2099.0,2905.0,3070.0,2831.0,2024-02,Location_254,"{""type"":""Point"",""coordinates"":[114.145575,-8.408056]}"
1_254,281.0,468.5,296.0,718.0,2371.0,3432.5,3563.5,3215.5,2024-02,Location_255,"{""type"":""Point"",""coordinates"":[114.30290210000001,-8.3119082]}"
1_255,1057.0,1147.0,1028.0,1412.0,2251.0,2457.0,2585.0,2490.0,2024-02,Location_256,"{""type"":""Point"",""coordinates"":[114.17407800000001,-8.438094000000001]}"
1_256,391.0,573.0,429.0,818.0,2091.0,2829.0,2914.0,2704.0,2024-02,Location_257,"{""type"":""Point"",""coordinates"":[114.25586760000002,-8.421188100000002]}"
1_257,513.0,584.0,350.0,742.0,2392.0,3541.0,3732.0,3358.0,2024-02,Location_258,"{""type"":""Point"",""coordinates"":[114.1861338,-8.325714300000001]}"
1_258,1095.0,1271.0,1111.5,1666.5,3011.5,3764.5,3962.5,3569.0,2024-02,Location_259,"{""type"":""Point"",""coordinates"":[114.13495400000001,-8.373437]}"
1_259,405.5,625.0,452.0,1002.5,2328.5,2886.5,3072.5,2710.5,2024-02,Location_260,"{""type"":""Point"",""coordinates"":[114.3054237,-8.2650836]}"
1_260,528.0,632.5,347.0,772.0,2761.0,4074.5,4288.0,3909.0,2024-02,Location_261,"{""type"":""Point"",""coordinates"":[114.11769600000001,-8.309671]}"
1_261,1028.0,1163.5,936.0,1404.0,2395.0,2951.5,3062.5,2900.5,2024-02,Location_262,"{""type"":""Point"",""coordinates"":[114.323338,-8.172682]}"
1_262,322.0,528.0,310.0,779.0,2467.0,3446.0,3590.0,3158.0,2024-02,Location_263,"{""type"":""Point"",""coordinates"":[114.26918340000002,-8.3341696]}"
1_263,1493.0,1593.5,1418.5,1945.5,2968.5,3492.5,3595.0,3205.5,2024-02,Location_264,"{""type"":""Point"",""coordinates"":[113.9665836,-8.3027146]}"
1_264,654.0,808.0,636.0,1169.0,2116.0,2431.0,2657.0,2458.0,2024-02,Location_265,"{""type"":""Point"",""coordinates"":[113.96554690000002,-8.307916200000001]}"
1_265,875.0,973.0,619.0,1122.0,2438.0,3226.0,3410.0,3211.0,2024-02,Location_266,"{""type"":""Point"",""coordinates"":[113.9756156,-8.2754126]}"
1_266,753.0,969.0,1108.0,1456.0,1733.0,1883.0,1920.0,1832.0,2024-02,Location_267,"{""type"":""Point"",""coordinates"":[114.0039126,-8.2875461]}"
1_267,643.0,854.0,580.0,1133.0,2413.0,2600.0,2415.0,2545.0,2024-02,Location_268,"{""type"":""Point"",""coordinates"":[114.0453725,-8.2919613]}"
1_268,590.0,670.5,439.0,890.5,2251.5,2941.0,3078.5,2754.5,2024-02,Location_269,"{""type"":""Point"",""coordinates"":[114.113042,-8.294609]}"
1_269,621.5,724.5,459.5,963.0,2392.0,3048.0,3287.0,3078.0,2024-02,Location_270,"{""type"":""Point"",""coordinates"":[114.11483,-8.300432]}"
1_270,532.0,643.0,399.0,875.0,2442.0,3139.0,3386.0,3011.0,2024-02,Location_271,"{""type"":""Point"",""coordinates"":[114.153744,-8.433269000000001]}"
1_271,653.0,874.0,729.0,1145.0,2306.0,2717.0,2805.0,2420.0,2024-02,Location_272,"{""type"":""Point"",""coordinates"":[114.156632,-8.388400999999998]}"
1_272,546.0,682.5,445.0,898.0,2499.5,3308.0,3455.0,3136.5,2024-02,Location_273,"{""type"":""Point"",""coordinates"":[114.317459,-8.318094]}"
1_273,596.0,877.0,719.0,1426.0,2905.0,3165.0,3668.0,3574.0,2024-02,Location_274,"{""type"":""Point"",""coordinates"":[114.11559820000001,-8.5267623]}"
1_274,615.5,847.5,705.5,1197.0,2656.5,3337.0,3627.0,3109.5,2024-02,Location_275,"{""type"":""Point"",""coordinates"":[114.1125919,-8.5454903]}"
1_275,334.5,524.0,374.0,836.0,2692.5,3650.0,3815.0,3515.5,2024-02,Location_276,"{""type"":""Point"",""coordinates"":[114.1140169,-8.5729655]}"
1_276,423.0,698.0,661.0,1192.0,2540.0,2991.0,3342.0,2766.0,2024-02,Location_277,"{""type"":""Point"",""coordinates"":[114.27097,-8.496635]}"
1_277,299.5,550.5,360.0,798.0,2623.5,3298.5,3508.0,3113.5,2024-02,Location_278,"{""type"":""Point"",""coordinates"":[114.32112200000002,-8.507795]}"
1_278,739.0,1007.5,749.5,1399.5,2542.5,2908.5,2962.5,2536.0,2024-02,Location_279,"{""type"":""Point"",""coordinates"":[114.3533927,-8.204747]}"
1_279,1035.0,1082.5,812.0,1326.5,2827.0,3592.5,3752.0,3337.0,2024-02,Location_280,"{""type"":""Point"",""coordinates"":[113.98328570000001,-8.2423551]}"
1_280,425.0,643.0,346.0,896.0,2858.0,3894.0,4166.0,3738.0,2024-02,Location_281,"{""type"":""Point"",""coordinates"":[114.00414690000001,-8.2905161]}"
1_281,453.5,661.0,567.0,1045.5,1969.0,2239.0,2353.0,1972.5,2024-02,Location_282,"{""type"":""Point"",""coordinates"":[114.3468099,-8.2026378]}"
1_282,796.0,937.5,820.0,1284.5,2629.5,3272.5,3477.5,3049.5,2024-02,Location_283,"{""type"":""Point"",""coordinates"":[114.00381170000001,-8.298972299999999]}"
